kennzahl,name,langtext,strasse,hausnr,plz,ort,gemeindenummer,telefon,email,weburl,art,bezirk
414221,Pfarrcaritaskindergarten Raab,,Schulstraße,23,4760,Raab,41414,07762/2327,KG414221@pfarrcaritas-kita.at,,Kindergarten,414
414222,Pfarrcaritaskindergarten Andorf,,Hauptstraße,1,4770,Andorf,41402,07766/305216,KG414222@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/6401801/article/955.html,Kindergarten,414
414223,Pfarrcaritaskindergarten Eggerding,,Eggerding,72,4773,Eggerding,41406,07767/595,KG414223@pfarrcaritas-kita.at,https://www.dioezese-linz.at/pfarre/4067/gemeinschaft/pfarrcaritaskindergarten,Kindergarten,414
414224,Pfarrcaritaskindergarten Engelhartszell,,Schulplatz,125,4090,Engelhartszell,41407,,KG414224@pfarrcaritas-kita.at,https://www.engelhartszell.at/pfarrcaritas_kindergarten_engelhartszell,Kindergarten,414
414225,Pfarrcaritaskindergarten Kopfing im Innkreis,,Pfarrer Hufnagl-Straße,1,4794,Kopfing im Innkreis,41411,07763/2894,KG414225@pfarrcaritas-kita.at,https://www.dioezese-linz.at/kinderbetreuungseinrichtung-kopfing,Kindergarten,414
414226,Pfarrcaritaskindergarten Riedau,,Marktplatz,95-96,4752,Riedau,41416,07764/8576,KG414226@pfarrcaritas-kita.at,https://www.riedau.eu,Kindergarten,414
414227,Pfarrcaritaskindergarten Schardenberg,,Peter-Rosegger-Weg,3,4784,Schardenberg,41423,07713/6585,KG414227@pfarrcaritas-kita.at,https://www.dioezese-linz.at/pfarre/4372/diepfarre/kindergarten/article/32368.html,Kindergarten,414
414228,Kindergarten der Pfarrcaritas St. Florian am Inn,,St. Florian am Inn,9,4782,St. Florian am Inn,41418,07712/4040,kg414228@pfarrcaritas-kita.at,https://www.dioezese-linz.at/kiga-stflorian-inn,Kindergarten,414
414229,Pfarrcaritaskindergarten Waldkirchen am Wesen,,Waldkirchen am Wesen,22,4085,Waldkirchen am Wesen,41428,07718/7266-12,KG414229@pfarrcaritas-kita.at,https://www.waldkirchen.ooe.gv.at/caritas_kindergarten_waldkirchen_w_,Kindergarten,414
414236,Betriebskindergarten der EV Group,,DI ErichThallner-Straße,1,4782,St. Florian am Inn,41418,07712/53111230,kindergarten.evg.stflorian@caritas-ooe.at,https://www.caritas-ooe.at,Kindergarten,414
414301,Marktgemeindekindergarten Taufkirchen an der Pram,,Schulstraße,1,4775,Taufkirchen an der Pram,41426,07719/738855,kiga@taufkirchen-pram.ooe.gv.at,https://www.taufkirchen-pram.at/kindergarten_taufkirchen_an_der_pram,Kindergarten,414
414603,Pfarrcaritashort Kopfing im Innkreis,,Pfarrer-Hufnagl-Straße,1,4794,Kopfing im Innkreis,41411,07763/2894,HO414603@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/64162/hort/kontakt,Hort,414
414801,Privatkindergarten - Kindergruppe Mandala St. Florian am Inn,,Otterbach,1,4782,St. Florian am Inn,41418,07712/29610,kindergruppe-mandala@gmx.at,https://www.kindergruppe-mandala.info,Kindergarten,414
415001,Wanaki,,Steingruberstraße,28,4541,Adlwang,41501,,wanaki@ihj.at,https://www.ihj.at,Sonstige Form der Kinderbetreuung,415
415101,Krabbelstube Sierning - Schneckenhaus,,Mühlauweg,41,4522,Sierning,41516,07259/322552,sidonie@sierning.at,https://www.sierning.at/kindergarten_sidonie_krabbelstube_schneckenhaus,Krabbelstube,415
415102,Krabbelstube Weyer,,Josef-Bachbauer-Straße,5,3335,Weyer,41522,07355/8522,kiga.weyer@weyer.ooe.gv.at,https://www.weyer.eu/krabbelstube_weyer,Krabbelstube,415
415103,Krabbelstube Adlwang,,Bad Haller-Straße,11,4541,Adlwang,41501,07258/426313,kiga.adlwang@aon.at,https://www.mts-kinderhaus-adlwang.at,Krabbelstube,415
415104,Pfarrcaritaskrabbelstube Bad Hall,,Theaterstraße,8,4540,Bad Hall,41503,,KS415104@pfarrcaritas-kita.at,https://www.kindergarten-badhall.at,Krabbelstube,415
415105,Krabbelstube der OÖ Hilfswerk GmbH Wolfern,,Kirchenplatz,5,4493,Wolfern,41521,,ks.wolfern@ooe.hilfswerk.at,https://www.hilfswerk.at,Krabbelstube,415
415106,Pfarrcaritaskrabbelstube Garsten,,Anselm Angererstraße,11,4451,Garsten,41506,07252/45129,kindergarten.garsten@utanet.at,https://www.dioezese-linz.at/kindergarten-garsten,Krabbelstube,415
415107,Caritaskrabbelstube Christkindl bei Steyr,,Saaßstraße,5,4400,Steyr,41506,07252/47985,KS415107@pfarrcaritas-kita.at,https://www.dioezese-linz.at/pfarre/4403/pfarrleben/kindergarten,Krabbelstube,415
415108,Krabbelstube Waldneukirchen,,Bad Haller-Sraße,8,4595,Waldneukirchen,41518,,kg.waldneukirchen@aon.at,https://www.dioezese-linz.at/pfarre/4451/ueberuns/kindergarten,Krabbelstube,415
415109,"Krabbelstube Zwergenstube Dietach"" Familienbund""",,Kirchenplatz,6,4407,Dietach,41504,,krabbelstube.dietach@ooe.familienbund.at,https://www.ooe.familienbund.at,Krabbelstube,415
415110,Pfarrcaritaskrabbelstube Ternberg,,Pfarrhofstraße,12,4452,Ternberg,41517,07256/8794,KS415110@pfarrcaritas-kita.at,https://www.kindergarten-tbg.at,Krabbelstube,415
415111,Krabbelstube Schiedlberg,,Hauptstraße,24,4521,Schiedlberg,41515,07251/320,kindergarten.schiedlberg@aon.at,kiga6.jimdofree.com,Krabbelstube,415
415112,Pfarrcaritaskrabbelstube Sierning,,Pfarrheimgasse,6,4522,Sierning,41516,07259/2378,KS415112@pfarrcaritas-kita.at,https://www.dioezese-linz.at/pfarre/4390/servicehilfe/kindergarten,Krabbelstube,415
415113,Pfarrcaritaskrabbelstube Aschach an der Steyr,,Waldstraße,1,4421,Aschach an der Steyr,41502,07259/3505,ks415113@pfarrcaritas-kita.at,pckgaschach.jimdofree.com,Krabbelstube,415
415114,Gemeindekrabbelstube Rohr im Kremstal,,Kremsmünsterer Straße,23,4532,Rohr im Kremstal,41513,,kindergarten@rohr.ooe.gv.at,https://www.rohr.ooe.gv.at/kindergarten,Krabbelstube,415
415115,Pfarrcaritaskrabbelstube Großraming,,Pfarrsiedlung,7,4463,Großraming,41507,07254/8447,kindergarten@grossraming.eu,https://www.grossraming.at/unsere_gemeinde/pfarrcaritas-kindergarten,Krabbelstube,415
415116,Gemeindekrabbelstube St. Ulrich bei Steyr,,Schulstraße,6,4400,St. Ulrich bei Steyr,41514,07252/46583,kiga@st-ulrich.at,kindergarten.jimdofree.com,Krabbelstube,415
415117,Gemeindekrabbelstube Losenstein,,Anton Schosserweg,1,4460,Losenstein,41509,07255/4440,kiga@losenstein.ooe.gv.at,https://www.losenstein.at,Krabbelstube,415
415118,Krabbelstube Bad Hall - Container Ost,,Theaterstraße,8,4540,Bad Hall,41503,,kibe.badhall@ooe.familienbund.at,https://www.ooe.familienbund.at,Krabbelstube,415
415119,Gemeindekrabbelstube Laussa,,Kirchenplatz,2,4461,Laussa,41508,07255/7255-83,kindergarten@laussa.ooe.gv.at,https://www.laussa.at,Krabbelstube,415
415120,Pfarrcaritaskrabbelstube Sierninghofen-Neuzeug,,Josef Teufel Platz,2,4523,Neuzeug,41516,07259/3179,KG415221@pfarrcaritas-kita.at,,Krabbelstube,415
415121,Gemeindekrabbelstube Gaflenz,,Markt,81,3334,Gaflenz,41505,07353/681,kindergarten@gaflenz.ooe.gv.at,,Krabbelstube,415
415201,"Gemeindekindergarten Adlwang - Montessori-Kinderhaus""""",,Bad Haller-Straße,11,4541,Adlwang,41501,07258/4263,kiga.adlwang@aon.at,https://www.mts-kinderhaus-adlwang.at,Kindergarten,415
415202,Gemeindekindergarten Gaflenz,,Markt,154,3334,Gaflenz,41505,07353/681,kindergarten@gaflenz.ooe.gv.at,https://www.gaflenz.at/gemeinde/kindergarten,Kindergarten,415
415203,Gemeindekindergarten Kleinraming,,Kirchenplatz,8,4442,Kleinraming,41514,07252/30904,kiga_kleinraming@st-ulrich.at,https://www.st-ulrich.at/kindergarten_kleinraming,Kindergarten,415
415204,Gemeindekindergarten Laussa,,Kirchenplatz,8,4461,Laussa,41508,07255/7255-83,kindergarten@laussa.ooe.gv.at,https://www.laussa.at/kindergarten_und_schulen/kindergarten_laussa,Kindergarten,415
415205,Gemeindekindergarten Losenstein,,Anton Schosserweg,1,4460,Losenstein,41509,07255/4440,kiga@losenstein.ooe.gv.at,losenstein.riskommunal.net/kindergarten,Kindergarten,415
415206,Gemeindekindergarten Maria Neustift,,Maria Neustift,11,4443,Maria-Neustift,41510,07250/20812,kiga-maneustift@aon.at,https://www.maria-neustift.at/kindergarten,Kindergarten,415
415207,Gemeindekindergarten Sidonie Adlersburg der Marktgemeinde Sierning,,Mühlauweg,41,4522,Sierning,41516,07259/32255-1,sidonie@sierning.at,https://www.sierning.at/kindergarten_sidonie_krabbelstube_schneckenhaus,Kindergarten,415
415208,Gemeindekindergarten Reichraming,,Schulstraße,3,4462,Reichraming,41512,07255/8531,kiga.reichraming@eduhi.at,https://www.reichraming.at/kindergarten,Kindergarten,415
415209,Gemeindekindergarten Rohr im Kremstal,,Kremsmünsterer Straße,23,4532,Rohr im Kremstal,41513,,kindergarten@rohr.ooe.gv.at,https://www.rohr.ooe.gv.at/kindergarten,Kindergarten,415
415210,Gemeindekindergarten Schiedlberg,,Hauptstraße,24,4521,Schiedlberg,41515,07251/320,kindergarten.schiedlberg@aon.at,kiga6.jimdofree.com,Kindergarten,415
415211,Gemeindekindergarten St. Ulrich bei Steyr,,Schulstraße,6,4400,St. Ulrich bei Steyr,41514,07252/46583,kiga@st-ulrich.at,https://www.st-ulrich.at/kindergarten_st_ulrich,Kindergarten,415
415212,Gemeindekindergarten Weyer,,Josef-Bachbauer-Straße,5,3335,Weyer,41522,07355/8522,kiga.weyer@weyer.ooe.gv.at,https://www.weyer.eu/krabbelstube_weyer,Kindergarten,415
415213,Gemeindekindergarten Kleinreifling,,Kleinreifling,132,4464,Kleinreifling,41522,07357/255-5,kiga.kleinreifling@weyer.ooe.gv.at,https://www.weyer.eu/gemeindekindergarten_kleinreifling,Kindergarten,415
415214,Kindergarten der OÖ Hilfswerk GmbH Wolfern,,Kirchenstraße,1,4493,Wolfern,41521,07253/8432,kg.wolfern@ooe.hilfswerk.at,https://www.wolfern.at/kindergarten_wolfern,Kindergarten,415
415215,Pfarrcaritaskindergarten Aschach an der Steyr,,Waldstraße,1,4421,Aschach an der Steyr,41502,07259/3505,KG415215@pfarrcaritas-kita.at,pckgaschach.jimdofree.com,Kindergarten,415
415216,Pfarrcaritaskindergarten Bad Hall,,Linzerstraße,14,4540,Bad Hall,41503,07258/50945,KG415216@pfarrcaritas-kita.at,https://www.kindergarten-badhall.at,Kindergarten,415
415217,Caritaskindergarten Christkindl bei Steyr,,Saaßstraße,5,4400,Steyr,41506,07252/47985,KG415217@pfarrcaritas-kita.at,https://www.dioezese-linz.at/pfarre/4403/pfarrleben/kindergarten,Kindergarten,415
415218,Pfarrcaritaskindergarten Dietach,,Pfarrberg,1,4407,Dietach,41504,07252/38888,KG415218@pfarrcaritas-kita.at,https://www.dioezese-linz.at/pfarre/4056/gruppierungen/caritaskindergarten,Kindergarten,415
415219,Pfarrcaritaskindergarten Garsten,,Anselm Angererstraße,11,4451,Garsten,41506,07252/45129,kindergarten.garsten@utanet.at,https://www.dioezese-linz.at/kindergarten-garsten,Kindergarten,415
415220,Pfarrcaritaskindergarten St. Josef - Großraming,,Pfarrsiedlung,7,4463,Großraming,41507,07254/8447,kindergarten@grossraming.eu,https://www.grossraming.at/unsere_gemeinde/pfarrcaritas-kindergarten,Kindergarten,415
415221,Pfarrcaritaskindergarten Neuzeug,,Steyrtalstraße,22,4523,Neuzeug,41516,07259/3179,KG415221@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/64390,Kindergarten,415
415222,Pfarrcaritaskindergarten Pfarrkirchen bei Bad Hall,,Möderndorferstraße,4,4540,Pfarrkirchen bei Bad Hall,41511,07258/2845,Kg415222@pfarrcaritas-kita.at,https://www.pfarrkirchen-badhall.at/pfarrcaritas_kindergarten_pfarrkirchen,Kindergarten,415
415223,Pfarrcaritaskindergarten Sierning,,Pfarrheimgasse,6,4522,Sierning,41516,07259/2378,KG415223@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/64390,Kindergarten,415
415224,Pfarrcaritaskindergarten Ternberg,,Familiengasse,4,4452,Ternberg,41517,07256/8794,KG415224@pfarrcaritas-kita.at,https://www.kindergarten-tbg.at,Kindergarten,415
415225,Pfarrcaritaskindergarten Waldneukirchen,,Bad Haller-Sraße,8,4595,Waldneukirchen,41518,,kg.waldneukirchen@aon.at,https://www.dioezese-linz.at/pfarre/4451/ueberuns/kindergarten,Kindergarten,415
415601,"Gemeindehort Bad Hall - Kunterbunt""""",,Roseggerstraße,2,4540,Bad Hall,41503,07258/4987,leitung@kinderhortbadhall.at,kinderhortbadhall.jimdofree.com,Hort,415
415602,Hort Sierning - Familienzentren GmbH der OÖ Kinderfreunde,,Schulstraße,1,4523,Neuzeug,41516,,hort.sierning@kinderfreunde-ooe.at,https://www.kinderfreunde.at,Hort,415
415604,Hort der OÖ Hilfswerk GmbH Pfarrkirchen bei Bad Hall,,Möderndorferstraße,2,4540,Pfarrkirchen bei Bad Hall,41511,07258/2369-13,hort.pfarrkirchen@ooe.hilfswerk.at,https://www.hilfswerk.at/oberoesterreich/kinder-jugend-und-familie,Hort,415
415606,Gemeindehort Kleinraming,,"VS, Kirchenplatz",8,4442,Kleinraming,41514,07252/30904,kiga_kleinraming@st-ulrich.at,https://www.st-ulrich.at/hort_kleinraming,Hort,415
415608,Hort Bad Hall - Familienbund OÖ GmbH,,Stelzhamerstraße,1,4540,Bad Hall,41503,,hort.badhall@ooe.familienbund.at,,Hort,415
416001,Waldkindergruppe Engerwitzdorf,,Wolfing,8,4209,Engerwitzdorf,41605,,info@naturkinder-gusental.at,https://www.naturkinder-gusental.at,Sonstige Form der Kinderbetreuung,416
416002,"Waldkindergruppe Hasenbande"" - Feldkirchen an der Donau""",,Freudensteiner Straße,9,4104,Feldkirchen an der Donau,41606,,buero@waldkindergarten-hasenbande.at,https://www.waldkindergarten-hasenbande.at,Sonstige Form der Kinderbetreuung,416
416003,Waldkinder Sterngartl,,Sonnberg,94,4202,Sonnberg,41623,,irene@waldkinder-sterngartl.at,https://www.waldkinder-sterngartl.at,Sonstige Form der Kinderbetreuung,416
416101,Krabbelstube Gallneukirchen - Familienzentren GmbH der OÖ Kinderfreunde,,Feldweg,24,4210,Gallneukirchen,41607,,krabbelstube.gallneukirchen@kinderfreunde-ooe.at,https://www.kinderfreunde.cc/bundeslaender/oberoesterreich/angebote/kinderbetreuung,Krabbelstube,416
416103,Krabbelstube Ottensheim - Seilerweg,,Seilerweg,1,4100,Ottensheim,41617,07234/84355-29,kleinkindgruppe@ottensheim.at,https://www.ottensheim.eu,Krabbelstube,416
416104,Krabbelstube der OÖ Hilfswerk GmbH Kindernest Puchenau,,Kirchenstraße,4,4048,Puchenau,41618,0732/221055-314,kindernest@puchenau.at,https://www.hilfswerk.at/oberoesterreich/kinder-jugend-und-familie,Krabbelstube,416
416105,Pfarrcaritaskrabbelstube Steyregg Plesching,,Fischergasse,6,4221,Steyregg,41624,,KS416105@pfarrcaritas-kita.at,https://www.dioezese-linz.at/kinder-steyregg,Krabbelstube,416
416106,Krabbelstube Walding,,Reiterstraße,3,4111,Walding,41626,07234/84644-312,krabbelstube@walding.at,https://www.walding.at/gemeindeamt/krabbelstube/die_krabbelstube,Krabbelstube,416
416107,Pfarrcaritaskrabbelstube Altenberg bei Linz,,Raiffeisenweg,8,4203,Altenberg bei Linz,41602,,KS416107@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/64010,Krabbelstube,416
416108,Krabbelstube Reichenau im Mühlkreis,,Marktplatz,1,4204,Reichenau im Mühlkreis,41619,07211/8337,kindergarten@reichenau-ooe.at,,Krabbelstube,416
416109,Gemeindekrabbelstube Gramastetten,,Marktstraße,1,4201,Gramastetten,41609,,ksgr@aon.at,krabbelstube-gramastetten.jimdofree.com,Krabbelstube,416
416110,"Krabbelstube Alberndorf Wurzelkinder""""",,Kalchgruberstraße,2,4211,Alberndorf in der Riedmark,41601,,krabbelstube@alberndorf.ooe.gv.at,https://www.alberndorf.at/krabbelstube_wurzelkinder,Krabbelstube,416
416111,Krabbelstube Lichtenberg,,Lichtenbergstraße,3,4040,Lichtenberg,41614,07239/6708-330,krabbelstube@lichtenberg.ooe.gv.at,https://www.lichtenberg.ooe.gv.at/schule_kinder_bildung/krabbelstube,Krabbelstube,416
416112,Caritaskrabbelstube Hellmonsödt,,Schulstraße,7,4202,Hellmonsödt,41611,,krabbelstube.hellmonsoedt@caritas-ooe.at,https://www.caritas-ooe.at,Krabbelstube,416
416113,Gemeindekrabbelstube Kirchschlag bei Linz,,Adalbert Stifter-Straße,12,4202,Kirchschlag bei Linz,41613,,kindergarten.kirchschlag@aon.at,https://www.kirchschlag.net/info/kindergarten-schulen/kindergarten,Krabbelstube,416
416114,Pfarrcaritaskrabbelstube Feldkirchen an der Donau,,Hauptstraße,1,4101,Feldkirchen an der Donau,41606,,krabbelstube-feldkirchen@gmx.at,https://www.feldkirchen-donau.at,Krabbelstube,416
416115,Pfarrcaritaskrabbelstube Mittertreffling,,Steiningerweg,12a,4209,Engerwitzdorf,41605,07235/5045-911,KS416115@pfarrcaritas-kita.at,https://www.kinderbetreuung-mittertreffling.at,Krabbelstube,416
416117,Pfarrcaritaskrabbelstube Bad Leonfelden,,Pfarrerleite,3,4190,Bad Leonfelden,41603,,caritas-kindergarten@bad-leonfelden.ooe.gv.at,https://www.kiga-badleonfelden.at,Krabbelstube,416
416118,Pfarrcaritaskrabbelstube Waxenberg,,Waxenberg,60,4182,Waxenberg,41615,07217/6356-40,KS416118@pfarrcaritas-kita.at,kigawaxenberg.jimdo.com,Krabbelstube,416
416119,Krabbelstube Eidenberg,,Ecksteinerweg,1,4201,Eidenberg,41604,07212/20632,leitung@kiga-eidenberg.at,,Krabbelstube,416
416120,Krabbelstube Herzogsdorf,,Altreiterweg,11,4175,Herzogsdorf,41612,07231/93082,kindergarten.herzogsdorf@eduhi.at,https://www.herzogsdorf.ooe.gv.at/gemeinde/gemeindebetriebe/krabbelstube,Krabbelstube,416
416121,Krabbelstube Gramastetten-Pöstlingberg,,Nöbauerstraße,15,4040,Gramastetten,41609,0732/737270,kigapoe@liwest.at,http://www.kigapoe.at,Krabbelstube,416
416122,Krabbelstube St. Florian-Schweinbach,,Bürgerstraße,4,4209,Engerwitzdorf,41605,07235/20909840,KS416122@pfarrcaritas-kita.at,kbe-stflorian.at,Krabbelstube,416
416123,Pfarrcaritaskrabbelstube Reichenthal,,Marktplatz,5,4193,Reichenthal,41620,07214/4488,KS416123@pfarrcaritas-kita.at,https://www.kindergarten-reichenthal.at,Krabbelstube,416
416124,Krabbelstube Köckendorf Familienbund,,Köckendorf,41,4184,Vorderweißenbach,41628,07219/605565,krabbelstube.koeckendorf@ooe.familienbund.at,https://www.ooe.familienbund.at,Krabbelstube,416
416125,Pfarrcaritaskrabbelstube Zwettl an der Rodl,,Grießmühlweg,13,4180,Zwettl an der Rodl,41627,07212/203017,KS416125@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/64485/kindergarten001/oeffnungszeiten,Krabbelstube,416
416126,Gemeindekrabbelstube St. Gotthard im Mühlkreis,,Sportplatzstraße,5,4112,St. Gotthard im Mühlkreis,41621,07234/875033,kindergarten@sanktgotthard.at,,Krabbelstube,416
416127,Krabbelstube Ottensheim - Lerchenfeldstraße,,Lerchenfeldstraße,2,4100,Ottensheim,41617,07234/83738,kiga@ottensheim.at,https://www.ottensheim.eu,Krabbelstube,416
416128,Krabbelstube Ottensheim - Feldstraße,,Feldstaße,30,4100,Ottensheim,41617,07234/85174,kiga.feld@ottensheim.at,https://www.ottensheim.eu,Krabbelstube,416
416129,Krabbelstube Puchenau,,Kirchenstrasse,1,4048,Puchenau,41618,,krabbelstube.puchenau@ooe.familienbund.at,,Krabbelstube,416
416201,Gemeindekindergarten Alberndorf in der Riedmark,,Schulfeld,2,4211,Alberndorf in der Riedmark,41601,07235/7495,kiga@alberndorf.ooe.gv.at,https://www.alberndorf.at/kindergarten,Kindergarten,416
416202,Gemeindekindergarten Goldwörth,,Schulstraße,1,4102,Goldwörth,41608,07234/83655-8,kindergarten@goldwoerth.ooe.gv.at,https://www.goldwoerth.at/kindergarten_3,Kindergarten,416
416203,Gemeindekindergarten Eidenberg,,Ecksteinerweg,1,4201,Eidenberg,41604,07212/20632,leitung@kiga-eidenberg.at,https://eidenberg.ooe.gv.at/unser-eidenberg/kindergarten-krabbelstube/,Kindergarten,416
416204,Gemeindekindergarten Herzogsdorf,,Altreiterweg,11,4175,Herzogsdorf,41612,07231/93082,kindergarten.herzogsdorf@eduhi.at,https://www.herzogsdorf.ooe.gv.at/kindergarten,Kindergarten,416
416205,Gemeindekindergarten Kirchschlag bei Linz,,Adalbert Stifter-Straße,18,4202,Kirchschlag bei Linz,41613,07215/2285-60,kindergarten.kirchschlag@aon.at,https://www.kirchschlag.net/info/kindergarten-schulen/kindergarten,Kindergarten,416
416206,Gemeindekindergarten Lichtenberg,,Kindergartenstraße,5,4040,Lichtenberg,41614,07239/6708-320,kindergarten@lichtenberg.ooe.gv.at,https://www.lichtenberg.ooe.gv.at/gemeindekindergarten,Kindergarten,416
416207,Gemeindekindergarten Gramastetten-Pöstlingberg,,Nöbauerstraße,15,4040,Gramastetten,41609,0732/737270,kigapoe@liwest.at,https://www.kigapoe.at,Kindergarten,416
416208,Gemeindekindergarten Puchenau,,Kirchenstraße,4,4048,Puchenau,41618,0732/221055-324,kindergarten@puchenau.at,https://www.puchenau.at/gemeindekindergarten,Kindergarten,416
416209,Gemeindekindergarten Reichenau im Mühlkreis,,Glashüttenstraße,4,4204,Reichenau im Mühlkreis,41619,,kindergarten@reichenau-ooe.at,https://www.reichenau-ooe.at,Kindergarten,416
416210,Gemeindekindergarten St. Gotthard i.M.,,Sportplatzstraße,5,4112,St. Gotthard im Mühlkreis,41621,07234/87503,kindergarten@sanktgotthard.at,https://www.sanktgotthard.at/kindergarten_der_gemeinde_st_gotthard_im_muehlkreis,Kindergarten,416
416211,Gemeindekindergarten Feldkirchen an der Donau,,Lacken,10,4101,Feldkirchen an der Donau,41606,07232/2955,kindergarten.lacken@feldkirchen-donau.at,https://www.feldkirchen-donau.at,Kindergarten,416
416212,"Gemeindekindergarten Vorderweißenbach - Regenbogen""""",,Müllergasse,2a,4191,Vorderweißenbach,41628,07219/6055-32,kontakt@kindergarten-regenbogen.at,https://www.vorderweissenbach.at/leben/bildung/kindergarten,Kindergarten,416
416213,Gemeindekindergarten Walding,,Reiterstraße,3,4111,Walding,41626,07234/84644-310,kindergarten@walding.at,https://www.walding.at/gemeindeamt/kindergarten/der_kindergarten/ueber_uns,Kindergarten,416
416214,Pfarrcaritaskindergarten St. Florian-Schweinbach,,Bürgerstraße,4,4209,Engerwitzdorf,41605,07235/20909,KG416214@pfarrcaritas-kita.at,kbe-stflorian.at/kontakt,Kindergarten,416
416216,Kindergarten Ottensheim - Linzer Straße,,Linzer Straße,25,4100,Ottensheim,41617,07234/84065,kigaundhort.li@ottensheim.at,https://www.ottensheim.eu,Kindergarten,416
416218,Kindergarten Ottensheim - Lerchenfeldstraße,,Lerchenfeldstraße,2,4100,Ottensheim,41617,07234/83738,kiga@ottensheim.at,https://www.ottensheim.eu,Kindergarten,416
416219,Pfarrcaritaskindergarten Altenberg bei Linz,,Raiffeisenweg,8,4203,Altenberg bei Linz,41602,07230/7553,kindergarten.altenberg@aon.at,https://www.dioezese-linz.at/institution/64010,Kindergarten,416
416220,Pfarrcaritaskindergarten Bad Leonfelden,,Pfarrerleite,3,4190,Bad Leonfelden,41603,07213/6563,caritas-kindergarten@bad-leonfelden.ooe.gv.at,https://www.kiga-badleonfelden.at,Kindergarten,416
416221,"Pfarrcaritaskindergarten Engerwitzdorf - St. Ägidius""""",,Bürgerstraße,2,4209,Engerwitzdorf,41605,07235/62428,KG416221@pfarrcaritas-kita.at,https://www.dioezese-linz.at/kinderbetreuung-gallneukirchen,Kindergarten,416
416222,"Pfarrcaritaskindergarten Mittertreffling St. Elisabeth""""",,Leitnerstraße,10,4209,Engerwitzdorf,41605,07235/50711860,KG416222@pfarrcaritas-kita.at,https://www.kinderbetreuung-mittertreffling.at/cms,Kindergarten,416
416223,Pfarrcaritaskindergarten Feldkirchen an der Donau,,Hauptstraße,16,4101,Feldkirchen an der Donau,41606,07233/6455,KG416223@pfarrcaritas-kita.at,https://www.feldkirchen-donau.at,Kindergarten,416
416224,Pfarrcaritaskindergarten Feldkirchen an der Donau,,Marktplatz,1,4101,Feldkirchen an der Donau,41606,07233/7582,kiga.feldkirchen@aon.at,https://www.feldkirchen-donau.at,Kindergarten,416
416226,"Pfarrcaritaskindergarten St. Martin""""",,Feldweg,22,4210,Gallneukirchen,41607,07235/66355,KG416226@pfarrcaritas-kita.at,https://www.kindergarten-stmartin.at,Kindergarten,416
416227,"Pfarrcaritaskindergarten St. Josef""""",,Ludwig Schwarz-Weg,5,4210,Gallneukirchen,41607,07235/62427,KG416227@pfarrcaritas-kita.at,kiga-stjosef.at,Kindergarten,416
416229,Pfarrcaritaskindergarten Gramastetten,,Marktstraße,1,4201,Gramastetten,41609,07239/8212,KG416229@pfarrcaritas-kita.at,pfarrkigagramastetten.jimdofree.com,Kindergarten,416
416230,Caritaskindergarten Hellmonsödt,,Schulstraße,7,4202,Hellmonsödt,41611,,kindergarten.hellmonsoedt@caritas-ooe.at,https://www.caritas-ooe.at,Kindergarten,416
416231,Pfarrcaritaskindergarten Oberneukirchen,,Ledererstraße,2,4181,Oberneukirchen,41615,07212/7384,KG416231@pfarrcaritas-kita.at,https://www.kindergartenoberneukirchen.at,Kindergarten,416
416232,Pfarrcaritaskindergarten Puchenau,,Gartenstadtstraße,2,4048,Puchenau,41618,0732/221091,pfarrkindergarten.puchenau@gmail.com,https://www.dioezese-linz.at/pfarre/4303/diepfarre/pfarrkindergarten/article/24248.html,Kindergarten,416
416233,Pfarrcaritaskindergarten Reichenthal,,Marktplatz,5,4193,Reichenthal,41620,07214/4488,KG416233@pfarrcaritas-kita.at,https://www.kindergarten-reichenthal.at,Kindergarten,416
416235,Pfarrcaritaskindergarten Schenkenfelden,,Markt,17,4192,Schenkenfelden,41622,07214/4315,KG416235@pfarrcaritas-kita.at,https://www.schenkenfelden.at/bildung_und_familie/kindergarten,Kindergarten,416
416236,Pfarrcaritaskindergarten Steyregg,,Fischergasse,6,4221,Steyregg,41624,,KG416236@pfarrcaritas-kita.at,https://www.dioezese-linz.at/kinder-steyregg,Kindergarten,416
416239,Pfarrcaritaskindergarten Waxenberg,,Waxenberg,60,4182,Waxenberg,41615,07217/6356,KG416239@pfarrcaritas-kita.at,kigawaxenberg.jimdo.com,Kindergarten,416
416240,Pfarrcaritaskindergarten Zwettl an der Rodl,,Grießmühlweg,13,4180,Zwettl an der Rodl,41627,07212/6844,KG416240@pfarrcaritas-kita.at,https://www.dioezese-linz.at/institution/64485,Kindergarten,416
416250,Kindergarten Ottensheim - Feldstraße,,Feldstraße,30,4100,Ottensheim,41617,07234/85174,kiga.feld@ottensheim.at,https://www.ottensheim.eu,Kindergarten,416
416301,Kindergarten Linzerberg,,Linzerberg,45,4209,Engerwitzdorf,41605,07235/63251-525,kiga.linzerberg@diakoniewerk.at,https://www.diakoniewerk.at,Kindergarten,416
